최적_모델,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE_최종,Test_MAE_최종,Test_R2_최종,Test_RMSE_순수,Test_MAE_순수,Test_R2_순수
Random Forest,0.3465862160838558,0.2774519497718965,0.1172954722117433,4209.136600093228,3276.1627859627783,0.42941271841525064,4209.136600093228,3276.1627859627783,0.42941271841525064
